cik,company,event_date,prior_event_date,n_events,all_event_dates,source,chapter,sic,is_primary_filer,date_discrepancy_days,in_window
1098341,"Goss Holdings, Inc. (2001)",2001-09-10,,1,2001-09-10,LOPUCKI,11,3821,1,,0
888918,Carbide Graphite Group Inc.,2001-09-21,,1,2001-09-21,LOPUCKI,11,3620,1,,0
764960,"Phar-Mor, Inc. (2001)",2001-09-24,,1,2001-09-24,LOPUCKI,11,5912,1,,0
1013740,"Exodus Communications, Inc.",2001-09-26,,1,2001-09-26,LOPUCKI,11,7389,1,,0
1020620,At Home Corp,2001-09-28,,1,2001-09-28,LOPUCKI,11,7370,1,,0
34879,Federal-Mogul Corporation,2001-10-01,,2,2001-10-01;2007-11-14,LOPUCKI,11,3714,1,,0
929994,"Assisted Living Concepts, Inc.",2001-10-01,,1,2001-10-01,LOPUCKI,11,8050,1,,0
1055468,Fountain View Inc.,2001-10-02,,1,2001-10-02,LOPUCKI,11,8051,1,,0
946392,"Global TeleSystems, Inc.",2001-10-11,,1,2001-10-11,LOPUCKI,11,4813,1,,0
79326,Polaroid Corp,2001-10-12,,1,2001-10-12,LOPUCKI,11,3861,1,,0
11860,Bethlehem Steel Corp,2001-10-15,,1,2001-10-15,LOPUCKI,11,3312,1,,0
913364,"ABC-NACO, Inc.",2001-10-18,,1,2001-10-18,LOPUCKI,11,3460,1,,0
315136,American Classic Voyages Co.,2001-10-19,,1,2001-10-19,LOPUCKI,11,4400,1,,0
915390,Arch Wireless Inc.,2001-11-09,,1,2001-11-09,LOPUCKI,11,4812,1,,0
1097523,ANC Rental Corp.,2001-11-13,,1,2001-11-13,LOPUCKI,11,7510,1,,0
1069602,"Classic Communications, Inc.",2001-11-13,,1,2001-11-13,LOPUCKI,11,4841,1,,0
1038363,"Metals USA, Inc.",2001-11-14,,1,2001-11-14,LOPUCKI,11,5051,1,,0
870213,"Burlington Industries, Inc.",2001-11-15,,1,2001-11-15,LOPUCKI,11,3211,1,,0
1088914,SleepMaster LLC,2001-11-16,,1,2001-11-16,LOPUCKI,11,2510,1,,0
850660,Thermadyne Holdings Corp. (2001),2001-11-19,,1,2001-11-19,LOPUCKI,11,3541,1,,0
1074908,Valley Media Inc.,2001-11-20,,1,2001-11-20,LOPUCKI,11,5099,1,,0
101063,"Chiquita Brands International, Inc.",2001-11-28,,1,2001-11-28,LOPUCKI,11,100,1,,0
1024401,Enron Corp.,2001-12-02,,1,2001-12-02,LOPUCKI,11,6211,1,,0
1020616,"Lason, Inc.",2001-12-05,,1,2001-12-05,LOPUCKI,11,8742,1,,0
893670,"Hayes Lemmerz International, Inc. (2001)",2001-12-05,,1,2001-12-05,LOPUCKI,11,3714,1,,0
1043310,Startec Global Communications Corporation,2001-12-14,,1,2001-12-14,LOPUCKI,11,4813,1,,0
1005015,Audio Visual Services Corp.,2001-12-17,,1,2001-12-17,LOPUCKI,11,7389,1,,0
1062515,"NationsRent, Inc.",2001-12-17,,1,2001-12-17,LOPUCKI,11,7359,1,,0
1066138,"Lodgian, Inc.",2001-12-20,,1,2001-12-20,LOPUCKI,11,7011,1,,0
108976,York Research Corporation (2002),2001-12-20,,1,2001-12-20,LOPUCKI,11,4991,1,,0
937971,"ACT Manufacturing, Inc.",2001-12-21,,1,2001-12-21,LOPUCKI,11,3672,1,,0
1058956,"DTI Holdings, Inc.",2001-12-31,,1,2001-12-31,LOPUCKI,11,4813,1,,0
1076732,"USInterNetworking, Inc.",2002-01-07,,1,2002-01-07,LOPUCKI,11,7371,1,,0
53025,"Jacobson Stores, Inc.",2002-01-15,,1,2002-01-15,LOPUCKI,11,5311,1,,0
731190,"IT Group, Inc.",2002-01-16,,1,2002-01-16,LOPUCKI,11,4955,1,,0
1040475,"Oxford Automotive, Inc.",2002-01-18,,1,2002-01-18,LOPUCKI,11,3460,1,,0
56824,Kmart Corp.,2002-01-22,,1,2002-01-22,LOPUCKI,11,5331,1,,0
1128709,Geneva Steel Holdings Corp. (2002),2002-01-25,,1,2002-01-25,LOPUCKI,11,6770,1,,0
1061322,Global Crossing Ltd.,2002-01-28,,1,2002-01-28,LOPUCKI,11,4813,1,,0
919943,"McLeodUSA, Inc. (2002)",2002-01-30,,2,2002-01-30;2005-10-28,LOPUCKI,11,4812,1,,0
1065633,Network Plus Corp.,2002-02-04,,1,2002-02-04,LOPUCKI,11,4813,1,,0
1037067,"Kasper A.S.L., Ltd.",2002-02-05,,1,2002-02-05,LOPUCKI,11,2330,1,,0
1001136,"Stockwalk Group, Inc.",2002-02-11,,1,2002-02-11,LOPUCKI,11,6211,1,,0
811596,Kaiser Aluminum Corp.,2002-02-12,,2,2002-02-12;2005-12-23,LOPUCKI,11,3334,1,,0
924632,"International Fibercom, Inc.",2002-02-13,,1,2002-02-13,LOPUCKI,11,7373,1,,0
1037927,Globalstar LP,2002-02-15,,1,2002-02-15,LOPUCKI,11,4812,1,,0
1061583,"Verado Holdings, Inc.",2002-02-15,,1,2002-02-15,LOPUCKI,11,4813,1,,0
884124,"Galey & Lord, Inc. (2002)",2002-02-19,,2,2002-02-19;2004-08-19,LOPUCKI,11,2211,1,,0
918275,"Kellstrom Industries, Inc.",2002-02-20,,1,2002-02-20,LOPUCKI,11,3724,1,,0
829218,Huntsman Polymers Corp,2002-02-27,,1,2002-02-27,LOPUCKI,no order for relief,2821,1,,0
1065458,Logix Communications Enterprises Inc.,2002-02-28,,1,2002-02-28,LOPUCKI,11,4813,1,,0
1043055,"Leiner Health Products, Inc. (2002)",2002-02-28,,2,2002-02-28;2008-03-10,LOPUCKI,11,2834,1,,0
1003111,Globix Corp.,2002-03-01,,1,2002-03-01,LOPUCKI,11,7370,1,,0
814241,Formica Corp.,2002-03-05,,1,2002-03-05,LOPUCKI,11,3080,1,,0
70578,National Steel Corp.,2002-03-06,,1,2002-03-06,LOPUCKI,11,3312,1,,0
1054422,"U.S. Aggregates, Inc.",2002-03-11,,1,2002-03-11,LOPUCKI,11,1400,1,,0
44471,"Guilford Mills, Inc.",2002-03-13,,1,2002-03-13,LOPUCKI,11,2250,1,,0
1017522,"Benedek Communications Corp. (Stations Holding Co, Inc.)",2002-03-22,,1,2002-03-22,LOPUCKI,11,4833,1,,0
927417,"Polymer Group, Inc.",2002-03-25,,1,2002-03-25,LOPUCKI,11,2221,1,,0
1017648,"Adelphia Business Solutions, Inc.",2002-03-27,,1,2002-03-27,LOPUCKI,11,4813,1,,0
1028965,Special Metals Corp.,2002-03-27,,1,2002-03-27,LOPUCKI,11,3310,1,,0
1015611,"United Australia-Pacific, Inc.",2002-03-29,,1,2002-03-29,LOPUCKI,11,4841,1,,0
73902,Covanta Energy Corp.,2002-04-01,,1,2002-04-01,LOPUCKI,11,4991,1,,0
1040570,Orbital Imaging Corp.,2002-04-05,,1,2002-04-05,LOPUCKI,11,4899,1,,0
1117042,Mpower Holding Corp.,2002-04-08,,1,2002-04-08,LOPUCKI,11,4813,1,,0
1102752,"FLAG Telecom Holdings, Ltd",2002-04-12,,1,2002-04-12,LOPUCKI,11,4813,1,,0
1044583,"Williams Communications Group, Inc.",2002-04-22,,1,2002-04-22,LOPUCKI,11,4813,1,,0
906347,NTL Communications Corp.,2002-05-08,,1,2002-05-08,LOPUCKI,11,4813,1,,0
1111938,APW Ltd.,2002-05-16,,1,2002-05-16,LOPUCKI,11,5065,1,,0
1043533,"Metromedia Fiber Network, Inc.",2002-05-20,,1,2002-05-20,LOPUCKI,11,4813,1,,0
1058986,"Pinnacle Holdings, Inc.",2002-05-21,,1,2002-05-21,LOPUCKI,11,6798,1,,0
1050504,Pentacon Inc.,2002-05-23,,1,2002-05-23,LOPUCKI,11,5072,1,,0
1116563,Velocita Corp.,2002-05-30,,1,2002-05-30,LOPUCKI,11,4813,1,,0
34616,"Farmland Industries, Inc.",2002-05-31,,1,2002-05-31,LOPUCKI,11,5150,1,,0
1063574,"WKI Holding Company, Inc.",2002-05-31,,1,2002-05-31,LOPUCKI,11,3231,1,,0
779334,Birmingham Steel Corp.,2002-06-03,,1,2002-06-03,LOPUCKI,11,3312,1,,0
1022329,"IMPSAT Fiber Networks, Inc.",2002-06-11,,1,2002-06-11,LOPUCKI,11,4899,1,,0
1119307,"NewPower Holdings, Inc.",2002-06-11,,1,2002-06-11,LOPUCKI,11,4931,1,,0
1052743,Frontline Capital Group,2002-06-12,,1,2002-06-12,LOPUCKI,11,6531,1,,0
1111634,"XO Communications, Inc.",2002-06-17,,1,2002-06-17,LOPUCKI,11,4813,1,,0
1041954,"ITC DeltaCom, Inc.",2002-06-25,,1,2002-06-25,LOPUCKI,11,4813,1,,0
796486,Adelphia Communications Corp.,2002-06-25,,2,2002-06-25;2006-07-05,LOPUCKI,11,4841,1,,0
723527,"Worldcom, Inc.",2002-07-21,,1,2002-07-21,LOPUCKI,11,4813,1,,0
922471,Budget Group Inc.,2002-07-29,,1,2002-07-29,LOPUCKI,11,7510,1,,0
942307,Dade Behring Inc.,2002-08-01,,1,2002-08-01,LOPUCKI,11,2835,1,,0
701345,"US Airways Group, Inc. (2002)",2002-08-11,,3,2002-08-11;2004-09-12;2005-09-22,LOPUCKI,11,4512,1,,0
1035423,Atlantic Express Transportation Corp.,2002-08-16,,1,2002-08-16,LOPUCKI,11,4100,1,,0
1022581,Consolidated Freightways Corp.,2002-09-03,,1,2002-09-03,LOPUCKI,11,4213,1,,0
942138,"SLI, Inc.",2002-09-09,,1,2002-09-09,LOPUCKI,11,3640,1,,0
1031107,"Peregrine Systems, Inc.",2002-09-22,,1,2002-09-22,LOPUCKI,11,7372,1,,0
2852,Agway Inc.,2002-10-01,,1,2002-10-01,LOPUCKI,11,2040,1,,0
1101169,ViaSystems Group Inc.,2002-10-01,,1,2002-10-01,LOPUCKI,11,3672,1,,0
1092319,"CTC Communications Group, Inc.",2002-10-03,,1,2002-10-03,LOPUCKI,11,7385,1,,0
917464,"EOTT Energy Partners, L.P.",2002-10-08,,1,2002-10-08,LOPUCKI,11,5171,1,,0
1077552,"GenTek, Inc.",2002-10-11,,1,2002-10-11,LOPUCKI,11,3714,1,,0
927790,Union Acceptance Corporation,2002-10-31,,1,2002-10-31,LOPUCKI,11,6141,1,,0
1002816,"Highlands Insurance Group, Inc.",2002-10-31,,1,2002-10-31,LOPUCKI,11,6331,1,,0
1072048,"SpectraSite Holdings, Inc.",2002-11-15,,1,2002-11-15,LOPUCKI,11,4899,1,,0
1087008,Orius Corp.,2002-11-15,,1,2002-11-15,LOPUCKI,11,1731,1,,0
73609,Oakwood Homes Corp.,2002-11-15,,1,2002-11-15,LOPUCKI,11,2451,1,,0
1113836,"Asia Global Crossing, Ltd.",2002-11-17,,1,2002-11-17,LOPUCKI,11,4813,1,,0
1039690,Encompass Services Corporation,2002-11-19,,1,2002-11-19,LOPUCKI,11,1700,1,,0
1110794,Genuity Inc.,2002-11-27,,1,2002-11-27,LOPUCKI,11,7370,1,,0
100517,UAL Corporation,2002-12-09,,2,2002-12-09;2006-01-23,LOPUCKI,11,4512,1,,0
1078420,Advanced GlassFiber Yarns LLC,2002-12-10,,1,2002-12-10,LOPUCKI,11,3220,1,,0
1068292,Clarent Corp.,2002-12-13,,1,2002-12-13,LOPUCKI,11,7372,1,,0
719241,"Conseco, Inc.",2002-12-17,,1,2002-12-17,LOPUCKI,11,6311,1,,0
1059130,Focal Communications Corporation,2002-12-19,,1,2002-12-19,LOPUCKI,11,4812,1,,0
947156,"Seven Seas Petroleum, Inc.",2002-12-20,,1,2002-12-20,LOPUCKI,11,1382,1,,0
1031754,"Wherehouse Entertainment, Inc. (2003)",2003-01-20,,1,2003-01-20,LOPUCKI,11,5735,1,,0
1013218,Alterra HealthCare Corp,2003-01-22,,1,2003-01-22,LOPUCKI,11,8300,1,,0
1068078,American Commercial Lines LLC,2003-01-31,,1,2003-01-31,LOPUCKI,11,4400,1,,0
1108727,"iPCS, Inc.",2003-02-23,,1,2003-02-23,LOPUCKI,11,4812,1,,0
1097516,"divine, inc.",2003-02-25,,1,2003-02-25,LOPUCKI,11,7389,1,,0
1019285,"Superior Telecom, Inc.",2003-03-03,,1,2003-03-03,LOPUCKI,11,3357,1,,0
829676,"NTELOS, Inc.",2003-03-04,,1,2003-03-04,LOPUCKI,11,4813,1,,0
19411,Magellan Health Services Inc.,2003-03-11,,1,2003-03-11,LOPUCKI,11,8060,1,,0
276641,Spiegel Inc.,2003-03-17,,1,2003-03-17,LOPUCKI,11,5961,1,,0
850519,"SONICblue, Inc.",2003-03-21,,1,2003-03-21,LOPUCKI,11,3576,1,,0
46205,Hawaiian Airlines Inc.,2003-03-21,,1,2003-03-21,LOPUCKI,11,4512,1,,0
1088341,Venture Holdings Co LLC,2003-03-28,,1,2003-03-28,LOPUCKI,11,3714,1,,0
352949,"Fleming Companies, Inc.",2003-04-01,,1,2003-04-01,LOPUCKI,11,5141,1,,0
82536,Recoton Corp.,2003-04-08,,1,2003-04-08,LOPUCKI,11,3679,1,,0
1113527,AT&T Latin America Corp.,2003-04-11,,1,2003-04-11,LOPUCKI,11,4813,1,,0
1065049,Leap Wireless International Inc.,2003-04-13,,1,2003-04-13,LOPUCKI,11,4813,1,,0
1027574,Outsourcing Solutions Inc.,2003-05-02,,1,2003-05-02,LOPUCKI,11,8741,1,,0
30841,Acterna Corp.,2003-05-06,,1,2003-05-06,LOPUCKI,11,3825,1,,0
887403,DaisyTek International Corp.,2003-05-07,,1,2003-05-07,LOPUCKI,11,5110,1,,0
1058703,Allegiance Telecom Inc.,2003-05-14,,1,2003-05-14,LOPUCKI,11,4813,1,,0
66895,Mississippi Chemical Corp.,2003-05-15,,2,2003-05-15;2004-09-08,LOPUCKI,11,2870,1,,0
849979,Weirton Steel Corp.,2003-05-19,,1,2003-05-19,LOPUCKI,11,3312,1,,0
852952,WestPoint Stevens Inc. (2003),2003-06-01,,1,2003-06-01,LOPUCKI,11,2390,1,,0
1095701,Philip Services Corp. (2003),2003-06-02,,1,2003-06-02,LOPUCKI,11,4950,1,,0
1023519,MCSI Inc.,2003-06-03,,1,2003-06-03,LOPUCKI,11,5040,1,,0
750813,Seitel Inc.,2003-06-06,,1,2003-06-06,LOPUCKI,11,1382,1,,0
819480,Read-Rite Corp.,2003-06-17,,1,2003-06-17,LOPUCKI,7,3679,1,,0
1144835,Touch America Holdings Inc.,2003-06-19,,2,2003-06-19;2004-08-24,LOPUCKI,11,4813,1,,0
4457,Amerco,2003-06-20,,1,2003-06-20,LOPUCKI,11,7500,1,,0
1051381,National Equipment Services Inc.,2003-06-27,,1,2003-06-27,LOPUCKI,11,7359,1,,0
930735,Crown Pacific Partners L.P.,2003-06-29,,2,2003-06-29;2004-12-21,LOPUCKI,11,2421,1,,0
1041454,"UPC Polska, Inc.",2003-07-07,,1,2003-07-07,LOPUCKI,11,4841,1,,0
1129989,"PG&E National Energy Group, Inc.",2003-07-08,,1,2003-07-08,LOPUCKI,11,4911,1,,0
892553,Chart Industries Inc.,2003-07-08,,1,2003-07-08,LOPUCKI,11,3443,1,,0
1010775,Mirant Corp.,2003-07-14,,2,2003-07-14;2005-12-15,LOPUCKI,11,4911,1,,0
1006269,Loral Space & Communications Ltd.,2003-07-15,,2,2003-07-15;2005-08-05,LOPUCKI,11,3663,1,,0
1019101,"Texas Petrochemical Holdings, Inc.",2003-07-20,,1,2003-07-20,LOPUCKI,11,2890,1,,0
911115,Atchison Casting Corp.,2003-08-04,,1,2003-08-04,LOPUCKI,11,3320,1,,0
1113920,Horizon PCS Inc.,2003-08-15,,1,2003-08-15,LOPUCKI,11,4812,1,,0
1122211,Trenwick Group Ltd,2003-08-20,,1,2003-08-20,LOPUCKI,11,6331,1,,0
1104252,DDI Corp.,2003-08-20,,1,2003-08-20,LOPUCKI,11,3672,1,,0
801550,DVI Inc.,2003-08-25,,2,2003-08-25;2004-12-01,LOPUCKI,11,6172,1,,0
73088,NorthWestern Corporation,2003-09-14,,2,2003-09-14;2004-10-26,LOPUCKI,11,4931,1,,0
897745,WCI Steel Inc.,2003-09-16,,1,2003-09-16,LOPUCKI,11,3312,1,,0
23304,Cone Mills Corp,2003-09-24,,1,2003-09-24,LOPUCKI,11,2211,1,,0
1003114,Impath Inc.,2003-09-28,,1,2003-09-28,LOPUCKI,11,8071,1,,0
1216462,"Republic Engineered Products Holdings, LLC (2003)",2003-10-06,,1,2003-10-06,LOPUCKI,11,3312,1,,0
1072258,American Plumbing & Mechanical Inc.,2003-10-13,,1,2003-10-13,LOPUCKI,11,1700,1,,0
1001430,Thaxton Group Inc.,2003-10-17,,2,2003-10-17;2007-04-05,LOPUCKI,11,6141,1,,0
918577,"Rouge Industries, Inc.",2003-10-23,,1,2003-10-23,LOPUCKI,11,3312,1,,0
1081290,Redback Networks Inc.,2003-11-03,,1,2003-11-03,LOPUCKI,11,7389,1,,0
1060024,Aurora Foods Inc.,2003-12-08,,1,2003-12-08,LOPUCKI,11,2040,1,,0
1043382,"Solutia, Inc.",2003-12-17,,2,2003-12-17;2007-12-05,LOPUCKI,11,2800,1,,0
1135185,Atlas Air Worldwide Holdings Inc.,2004-01-30,,1,2004-01-30,LOPUCKI,11,4522,1,,0
849101,Avado Brands Inc.,2004-02-04,,1,2004-02-04,LOPUCKI,11,5812,1,,0
65384,"Metropolitan Mortgage & Securities Co., Inc.",2004-02-04,,1,2004-02-04,LOPUCKI,11,6799,1,,0
840302,"MTS, Incorporated",2004-02-09,,1,2004-02-09,LOPUCKI,11,5735,1,,0
1129981,Oglebay Norton Company,2004-02-23,,1,2004-02-23,8K_SUBMISSIONS+LOPUCKI,11,1400,1,270,0
47395,High Voltage Engineering Corporation (2004),2004-03-01,,1,2004-03-01,LOPUCKI,11,3620,1,,0
1011308,Footstar Inc.,2004-03-02,,2,2004-03-02;2006-02-02,LOPUCKI,11,5661,1,,0
1072548,Geo Specialty Chemicals Inc.,2004-03-18,,1,2004-03-18,LOPUCKI,11,2810,1,,0
947429,International Wire Group Inc.,2004-03-24,,1,2004-03-24,LOPUCKI,11,3357,1,,0
887591,Fibermark Inc.,2004-03-30,,2,2004-03-30;2005-12-05,LOPUCKI,11,2631,1,,0
914384,Dan River Inc.,2004-03-31,,1,2004-03-31,8K_SUBMISSIONS+LOPUCKI,11,2200,1,299,0
758604,"Bush Industries, Inc.",2004-03-31,,1,2004-03-31,LOPUCKI,11,2511,1,,0
1085776,Liberate Technologies,2004-04-30,,1,2004-04-30,LOPUCKI,11,7372,1,,0
1081878,New World Pasta Co.,2004-05-10,,1,2004-05-10,LOPUCKI,11,2090,1,,0
1041858,RCN Corporation,2004-05-27,,1,2004-05-27,LOPUCKI,11,4813,1,,0
1015629,"Pegasus Satellite Communications, Inc.",2004-06-02,,1,2004-06-02,LOPUCKI,11,4833,1,,0
1024338,"Cornerstone Propane Partners, L.P.",2004-06-03,,1,2004-06-03,LOPUCKI,11,5990,1,,0
215310,BMC Industries Inc.,2004-06-23,,1,2004-06-23,LOPUCKI,11,3470,1,,0
1069201,CROSS MEDIA MARKETING CORP,2004-08-23,,1,2004-08-23,8K_SUBMISSIONS,,7389.0,1,,0
1005214,AMERICAN WAGERING INC,2004-08-25,,1,2004-08-25,8K_SUBMISSIONS,,7990.0,1,,0
1101152,ONLINE POWER SUPPLY INC,2004-08-26,,1,2004-08-26,8K_SUBMISSIONS,,4911.0,1,,0
315641,FRANKFORT TOWER INDUSTRIES INC,2004-08-30,,1,2004-08-30,8K_SUBMISSIONS,,3490.0,1,,0
1121131,REDLINE PERFORMANCE PRODUCTS INC,2004-08-31,,1,2004-08-31,8K_SUBMISSIONS,,3790.0,1,,0
804888,ACCLAIM ENTERTAINMENT INC,2004-09-02,,1,2004-09-02,8K_SUBMISSIONS,,7372.0,1,,0
38792,FRANKS NURSERY & CRAFTS INC,2004-09-10,,1,2004-09-10,8K_SUBMISSIONS,,5900.0,1,,0
800181,MED DIVERSIFIED INC,2004-09-16,,1,2004-09-16,8K_SUBMISSIONS,,8082.0,1,,0
1285508,PROTECTIVE LIFE SECURED TRUST 2004 12,2004-09-17,,1,2004-09-17,8K_SUBMISSIONS,,6311.0,1,,0
203200,METATEC INC,2004-09-17,,1,2004-09-17,8K_SUBMISSIONS,,3652.0,1,,0
1300729,Protective Life Secured Trust 2004-38,2004-09-17,,1,2004-09-17,8K_SUBMISSIONS,,6311.0,1,,0
1297785,Protective Life Secured Trust 2004-37,2004-09-17,,1,2004-09-17,8K_SUBMISSIONS,,6311.0,1,,0
1296536,Protective Life Secured Trust 2004-35,2004-09-17,,1,2004-09-17,8K_SUBMISSIONS,,6311.0,1,,0
1295967,Protective Life Secured Trust 2004-33,2004-09-17,,1,2004-09-17,8K_SUBMISSIONS,,6311.0,1,,0
1285510,PROTECTIVE LIFE SECURED TRUST 2004 14,2004-09-17,,1,2004-09-17,8K_SUBMISSIONS,,6311.0,1,,0
1285509,PROTECTIVE LIFE SECURED TRUST 2004 13,2004-09-17,,1,2004-09-17,8K_SUBMISSIONS,,6311.0,1,,0
1285506,PROTECTIVE LIFE SECURED TRUST 2004 10,2004-09-17,,1,2004-09-17,8K_SUBMISSIONS,,6311.0,1,,0
1285513,PROTECTIVE LIFE SECURED TRUST 2004 17,2004-09-17,,1,2004-09-17,8K_SUBMISSIONS,,6311.0,1,,0
1285512,PROTECTIVE LIFE SECURED TRUST 2004 16,2004-09-17,,1,2004-09-17,8K_SUBMISSIONS,,6311.0,1,,0
1285511,PROTECTIVE LIFE SECURED TRUST 2004 15,2004-09-17,,1,2004-09-17,8K_SUBMISSIONS,,6311.0,1,,0
1285507,PROTECTIVE LIFE SECURED TRUST 2004 11,2004-09-17,,1,2004-09-17,8K_SUBMISSIONS,,6311.0,1,,0
829499,Interstate Bakeries Corporation,2004-09-22,,2,2004-09-22;2008-12-11,8K_SUBMISSIONS+LOPUCKI,11,2050,1,5,0
1002813,POINT WEST CAPITAL CORP,2004-09-24,,1,2004-09-24,8K_SUBMISSIONS,,6199.0,1,,0
745287,Intermet Corp.,2004-09-29,,2,2004-09-29;2005-11-09,8K_SUBMISSIONS+LOPUCKI,11,3320,1,6,0
1286060,PROTECTIVE LIFE SECURED TRUST 2004-A,2004-10-04,,1,2004-10-04,8K_SUBMISSIONS,,6311.0,1,,0
1091953,"Choice One Communications, Inc.",2004-10-05,,1,2004-10-05,8K_SUBMISSIONS+LOPUCKI,11,4813,1,2,0
1131806,"CO LIQUIDATION, INC.",2004-10-07,,1,2004-10-07,8K_SUBMISSIONS,,7373.0,1,,0
1061822,COMPOSITE SOLUTIONS INC,2004-10-12,,2,2004-10-12;2007-05-11,8K_SUBMISSIONS,,7200.0,1,,0
799119,AMERICAN INTERNATIONAL PETROLEUM CORP /NV/,2004-10-12,,1,2004-10-12,8K_SUBMISSIONS,,2911.0,1,,0
1066923,Future FinTech Group Inc.,2004-10-13,,1,2004-10-13,8K_SUBMISSIONS,,7389.0,1,,0
1170161,IDEAL ACCENTS INC,2004-10-14,,1,2004-10-14,8K_SUBMISSIONS,,5013.0,1,,0
928423,EQUUS GAMING CO LP,2004-10-19,,1,2004-10-19,8K_SUBMISSIONS,,7990.0,1,,0
225463,Huffy Corp.,2004-10-20,,1,2004-10-20,8K_SUBMISSIONS+LOPUCKI,11,3949,1,6,0
225211,Touchpoint Group Holdings Inc.,2004-10-20,,1,2004-10-20,8K_SUBMISSIONS,,3661.0,1,,0
100979,ARIS INDUSTRIES INC,2004-10-21,,1,2004-10-21,8K_SUBMISSIONS,,2300.0,1,,0
1301977,Protective Life Secured Trust 2004-40,2004-10-22,,1,2004-10-22,8K_SUBMISSIONS,,6311.0,1,,0
1304527,Protective Life Secured Trust 2004-43,2004-10-22,,1,2004-10-22,8K_SUBMISSIONS,,6311.0,1,,0
1285658,PROTECTIVE LIFE SECURED TRUST 2004 19,2004-10-22,,1,2004-10-22,8K_SUBMISSIONS,,6311.0,1,,0
1285661,PROTECTIVE LIFE SECURED TRUST 2004 18,2004-10-22,,1,2004-10-22,8K_SUBMISSIONS,,6311.0,1,,0
1287929,PROTECTIVE LIFE SECURED TRUST 2004-24,2004-10-22,,1,2004-10-22,8K_SUBMISSIONS,,6311.0,1,,0
1296865,Protective Life Secured Trust 2004-B,2004-10-22,,1,2004-10-22,8K_SUBMISSIONS,,6311.0,1,,0
1287928,PROTECTIVE LIFE SECURED TRUST 2004-25,2004-10-22,,1,2004-10-22,8K_SUBMISSIONS,,6311.0,1,,0
1287009,PROTECTIVE LIFE SECURED TRUST 2004-22,2004-10-22,,1,2004-10-22,8K_SUBMISSIONS,,6311.0,1,,0
1286306,PROTECTIVE LIFE SECURED TRUST 2004-20,2004-10-22,,1,2004-10-22,8K_SUBMISSIONS,,6311.0,1,,0
1303025,Protective Life Secured Trust 2004-41,2004-10-22,,1,2004-10-22,8K_SUBMISSIONS,,6311.0,1,,0
1286305,PROTECTIVE LIFE SECURED TRUST 2004-21,2004-10-22,,1,2004-10-22,8K_SUBMISSIONS,,6311.0,1,,0
1287008,PROTECTIVE LIFE SECURED TRUST 2004-23,2004-10-22,,1,2004-10-22,8K_SUBMISSIONS,,6311.0,1,,0
898904,ATA Holdings Corp.,2004-10-26,,2,2004-10-26;2006-02-06,8K_SUBMISSIONS+LOPUCKI,11,4522,1,2,0
1107080,ENVIRO ENERGY CORP,2004-10-27,,1,2004-10-27,8K_SUBMISSIONS,,1731.0,1,,0
919603,"IGIA, Inc.",2004-10-27,,2,2004-10-27;2006-01-13,8K_SUBMISSIONS,,5960.0,1,,0
789879,ENSURGE INC,2004-10-28,,1,2004-10-28,8K_SUBMISSIONS,,7389.0,1,,0
203159,PACIFIC SECURITY COMPANIES,2004-10-28,,1,2004-10-28,8K_SUBMISSIONS,,6512.0,1,,0
1017616,"TONNER-ONE WORLD HOLDINGS, INC.",2004-11-01,,1,2004-11-01,8K_SUBMISSIONS,,3942.0,1,,0
1096353,SHREVEPORT CAPITAL CORP,2004-11-03,,1,2004-11-03,8K_SUBMISSIONS,,7011.0,1,,0
1096354,HWCC LOUISIANA INC,2004-11-03,,1,2004-11-03,8K_SUBMISSIONS,,,1,,0
1096352,HOLLYWOOD CASINO SHREVEPORT,2004-11-03,,1,2004-11-03,8K_SUBMISSIONS,,7011.0,1,,0
878720,CHILDREN S BOOKS & TOYS INC,2004-11-04,,1,2004-11-04,8K_SUBMISSIONS,,5961.0,1,,0
12355,BLACK & DECKER CORP,2004-11-04,,1,2004-11-04,8K_SUBMISSIONS,,3540.0,1,,0
855684,UCAP INC,2004-11-05,,1,2004-11-05,8K_SUBMISSIONS,,6500.0,1,,0
1129900,DONINI INC,2004-11-18,,1,2004-11-18,8K_SUBMISSIONS,,5812.0,1,,0
1291723,Protective life Secured Trust 2004-28,2004-11-19,,1,2004-11-19,8K_SUBMISSIONS,,6311.0,1,,0
1306401,Protective Life Secured Trust 2004-47,2004-11-19,,1,2004-11-19,8K_SUBMISSIONS,,6311.0,1,,0
1290935,PROTECTIVE LIFE SECURED TRUST 2004-26,2004-11-19,,1,2004-11-19,8K_SUBMISSIONS,,6311.0,1,,0
1291727,PROTECTIVE LIFE SECURED TRUST 2004-29,2004-11-19,,1,2004-11-19,8K_SUBMISSIONS,,6311.0,1,,0
1290906,Protective Life Secured Trust 2004-27,2004-11-19,,1,2004-11-19,8K_SUBMISSIONS,,6311.0,1,,0
1305226,Protective Life Secured Trust 2004-45,2004-11-19,,1,2004-11-19,8K_SUBMISSIONS,,6311.0,1,,0
225868,ROBOTIC VISION SYSTEMS INC,2004-11-22,,1,2004-11-22,8K_SUBMISSIONS,,3823.0,1,,0
1006918,TRUMP ATLANTIC CITY FUNDING INC,2004-11-24,,1,2004-11-24,8K_SUBMISSIONS,,7990.0,1,,0
